ID,Predictions
14229,[ 0.          0.21719663  0.49752981]
14230,[ 0.          0.31837225  0.10701652]
14231,[ 0.          0.00511251  0.00659379]
14232,[ 0.          0.1709478   0.25630672]
14233,[ 0.          0.00511251  0.00659379]
14234,[ 0.          0.00511251  0.        ]
14235,[ 0.          0.27228221  0.26989434]
14236,[ 0.          0.76090334  0.75174265]
14237,[ 0.          0.08749942  0.0173211 ]
14238,[ 0.          0.065961    0.14764685]
14239,[ 0.          0.91535969  0.54960795]
14240,[ 0.          0.76341053  0.54960795]
14241,[ 0.          0.01898936  0.01153386]
14242,[ 0.          0.00511251  0.00659379]
14243,[ 0.          2.7284974   0.75174265]
14244,[ 0.          0.00511251  0.00659379]
14245,[ 0.          0.31837225  0.25957647]
14246,[ 0.          0.89971762  1.06759179]
14247,[ 0.          0.31014158  0.37010382]
14248,[ 0.          0.03401232  0.19884347]
14249,[ 0.          1.09481888  0.75174265]
14250,[ 0.          1.53940713  1.4590829 ]
14251,[ 0.          1.20858193  3.190615  ]
14252,[ 0.          0.34979162  0.43474578]
14253,[ 0.          0.31014158  0.37010382]
14254,[ 0.          0.96015968  0.86332782]
14255,[ 0.          0.89971762  1.06759179]
14256,[ 0.          1.29644004  1.20766832]
14257,[ 0.          1.41908763  1.20766832]
14258,[ 0.          0.065961    0.02430894]
14259,[ 0.          0.00511251  0.00659379]
14260,[ 0.          0.00511251  0.00659379]
14261,[ 0.          0.05225468  0.06804957]
14262,[ 0.          1.68390898  0.8801059 ]
14263,[ 0.          0.4428871   0.23746382]
14264,[ 0.          0.59435632  1.06759179]
14265,[ 0.          0.61502536  0.54960795]
14266,[ 0.          1.07827356  1.22218535]
14267,[ 0.          0.00511251  0.00659379]
14268,[ 0.          0.82111614  0.75174265]
14269,[ 0.          0.15597233  0.53608778]
14270,[ 0.          0.30535867  0.26014697]
14271,[ 0.          0.3387321   0.91647702]
14272,[ 0.          0.3353799   0.24017717]
14273,[ 0.          0.00511251  0.00659379]
14274,[ 0.          0.61502536  0.58310468]
14275,[ 0.          1.14745549  0.43474578]
14276,[ 0.          0.00511251  0.00659379]
14277,[ 0.          0.47409687  0.69458111]
14278,[ 0.          0.00511251  0.00659379]
14279,[ 0.          0.21529625  0.3252054 ]
14280,[ 0.          0.00511251  0.00659379]
14281,[ 0.          0.48178143  0.49752981]
14282,[ 0.          0.00227841  0.00243446]
14283,[ 0.          0.45530497  0.49752981]
14284,[ 0.          1.29644004  0.61863275]
14285,[ 0.          0.48839827  0.75174265]
14286,[ 0.          0.00511251  0.00659379]
14287,[ 0.          1.29644004  1.74151539]
14288,[ 0.          0.23758071  0.28413247]
14289,[ 0.          0.00511251  0.00659379]
14290,[ 0.          0.59145468  0.58855887]
14291,[ 0.          0.49555394  0.49752981]
14292,[ 0.          0.54593537  0.36079817]
14293,[ 0.          0.86599726  0.9883429 ]
14294,[ 0.          1.09481888  0.94357341]
14295,[ 0.          1.20858193  1.19492207]
14296,[ 0.          0.76090334  0.75174265]
14297,[ 0.          0.62893688  0.95139791]
14298,[ 0.          0.01898936  0.01153386]
14299,[ 0.          1.23415976  1.19492207]
14300,[ 0.          0.31014158  0.37010382]
14301,[ 0.          0.32026415  0.7329564 ]
14302,[ 0.          0.00511251  0.00659379]
14303,[ 0.          0.00511251  0.00659379]
14304,[ 0.         0.065961   0.0173211]
14305,[ 0.          0.89971762  0.91213706]
14306,[ 0.          0.14568121  0.2087642 ]
14307,[ 0.          1.56988764  1.74151539]
14308,[ 0.          1.56988764  1.20766832]
14309,[ 0.          0.35954942  0.42477001]
14310,[ 0.          0.00511251  0.13194741]
14311,[ 0.         2.2349011  1.887861 ]
14312,[ 0.          0.00227841  0.00243446]
14313,[ 0.          0.00511251  0.00659379]
14314,[ 0.          1.07827356  1.0384397 ]
14315,[ 0.          0.27228221  0.10701652]
14316,[ 0.          0.62893688  0.9883429 ]
14317,[ 0.          0.19791863  0.75174265]
14318,[ 0.          0.81091577  0.3759172 ]
14319,[ 0.          0.01898936  0.00243446]
14320,[ 0.          0.55016907  0.62938266]
14321,[ 0.          1.22567454  1.4077139 ]
14322,[ 0.          0.3387321   0.91647702]
14323,[ 0.          0.81091577  0.93422375]
14324,[ 0.          0.60641729  0.91647702]
14325,[ 0.          0.61502536  0.85020026]
14326,[ 0.          0.27228221  0.14764685]
14327,[ 0.          0.02146903  0.0173211 ]
14328,[ 0.          0.00511251  0.00659379]
14329,[ 0.          0.82111614  1.29449497]
14330,[ 0.          0.00511251  0.00659379]
14331,[ 0.          0.66344017  0.69458111]
14332,[ 0.          0.96015968  0.86332782]
14333,[ 0.          0.10539858  0.63143373]
14334,[ 0.          0.24602108  0.40799986]
14335,[ 0.          0.28704245  0.24017717]
14336,[ 0.          0.42724266  0.29338811]
14337,[ 0.          0.27228221  0.14764685]
14338,[ 0.          0.96015968  0.37074532]
14339,[ 0.          1.07451247  0.86332782]
14340,[ 0.          0.28419516  0.25630672]
14341,[ 0.          1.84917218  2.79705309]
14342,[ 0.          0.86599726  1.20766832]
14343,[ 0.          0.27228221  0.14764685]
14344,[ 0.          0.31792619  0.17280802]
14345,[ 0.          0.31837225  2.140779  ]
14346,[ 0.          1.22567454  1.20766832]
14347,[ 0.          1.56027007  3.23721619]
14348,[ 0.          0.00511251  0.00659379]
14349,[ 0.          0.27228221  0.14764685]
14350,[ 0.          1.53940713  2.44462675]
14351,[ 0.          0.55632791  0.80149281]
14352,[ 0.          1.68390898  0.70460995]
14353,[ 0.          0.40663292  0.39834067]
14354,[ 0.          0.34979162  0.30652713]
14355,[ 0.          0.31014158  0.37010382]
14356,[ 0.          0.53464259  0.25957647]
14357,[ 0.          0.66792166  1.91639178]
14358,[ 0.          0.40788542  0.37010382]
14359,[ 0.          0.40788542  0.36807449]
14360,[ 0.          0.00511251  0.00659379]
14361,[ 0.          0.42724266  0.40799986]
14362,[ 0.          0.27228221  0.14764685]
14363,[ 0.          0.45530497  0.39834067]
14364,[ 0.          0.27599421  0.37010382]
14365,[ 0.          0.00511251  0.00659379]
14366,[ 0.          0.37963468  0.9883429 ]
14367,[ 0.          1.06908192  0.95139791]
14368,[ 0.          1.75025168  1.46893146]
14369,[ 0.          0.07184422  0.13194741]
14370,[ 0.          0.28419516  0.25630672]
14371,[ 0.          0.24505402  0.26989434]
14372,[ 0.          1.06908192  0.9883429 ]
14373,[ 0.          0.76090334  0.75174265]
14374,[ 0.          0.48178143  0.49752981]
14375,[ 0.          0.3992092   0.39834067]
14376,[ 0.          0.05960436  0.02430894]
14377,[ 0.          1.38128786  1.29449497]
14378,[ 0.          1.06908192  0.9883429 ]
14379,[ 0.          1.23415976  0.90964358]
14380,[ 0.          0.07184422  0.13194741]
14381,[ 0.          0.87098237  0.89357338]
14382,[ 0.          0.00511251  0.00659379]
14383,[ 0.          0.51244585  0.72616921]
14384,[ 0.          0.5534399   0.86332782]
14385,[ 0.          0.00511251  0.00659379]
14386,[ 0.          0.57767278  0.75174265]
14387,[ 0.          0.27228221  0.3966909 ]
14388,[ 0.          0.00227841  0.00243446]
14389,[ 0.          0.87589443  0.54347104]
14390,[ 0.          0.76090334  0.75174265]
14391,[ 0.          0.0266902   0.53547655]
14392,[ 0.          0.53544241  0.78544479]
14393,[ 0.          1.15264591  2.65697276]
14394,[ 0.          0.01669441  0.02816371]
14395,[ 0.          1.14745549  2.65697276]
14396,[ 0.          0.00511251  0.00659379]
14397,[ 0.          0.48178143  0.49752981]
14398,[ 0.          1.56988764  1.20766832]
14399,[ 0.          0.10539858  0.03426411]
14400,[ 0.          1.56988764  0.72616921]
14401,[ 0.          0.15597233  0.53608778]
14402,[ 0.          2.18805187  2.88299994]
14403,[ 0.          0.00511251  0.00659379]
14404,[ 0.          0.81091577  0.51828073]
14405,[ 0.          0.03401232  0.00659379]
14406,[ 0.          0.62893688  0.9883429 ]
14407,[ 0.          0.00511251  0.00659379]
14408,[ 0.          1.68390898  1.74151539]
14409,[ 0.          1.51089479  1.53486271]
14410,[ 0.          0.00511251  0.00659379]
14411,[ 0.          0.67385323  0.49928211]
14412,[ 0.          0.00511251  0.00659379]
14413,[ 0.          0.00511251  0.00659379]
14414,[ 0.          0.00511251  0.00659379]
14415,[ 0.          1.68390898  2.1925401 ]
14416,[ 0.          0.44113302  0.36807449]
14417,[ 0.          1.56988764  1.4077139 ]
14418,[ 0.          0.76090334  0.75174265]
14419,[ 0.          0.72791376  0.6697209 ]
14420,[ 0.          0.45530497  0.49752981]
14421,[ 0.          1.23170914  0.51828073]
14422,[ 0.          0.          0.19884347]
14423,[ 0.          1.56988764  0.61863275]
14424,[ 0.          0.31014158  0.37010382]
14425,[ 0.          0.42724266  0.37010382]
14426,[ 0.          1.56988764  1.74151539]
14427,[ 0.          1.56988764  1.74151539]
14428,[ 0.          0.82111614  0.93422375]
14429,[ 0.          0.84231521  0.8801059 ]
14430,[ 0.          0.00511251  0.00659379]
14431,[ 0.          0.27228221  0.52123906]
14432,[ 0.          0.05960436  0.10701652]
14433,[ 0.          0.82111614  0.91647702]
14434,[ 0.          0.065961    0.25957647]
14435,[ 0.          0.00511251  0.00659379]
14436,[ 0.          1.56988764  1.20766832]
14437,[ 0.          1.9057475   1.82337025]
14438,[ 0.          3.48602271  0.9883429 ]
14439,[ 0.          1.28463699  0.55161127]
14440,[ 0.          0.00511251  0.00659379]
14441,[ 0.          0.40788542  0.36807449]
14442,[ 0.          0.00511251  0.00659379]
14443,[ 0.          0.28419516  0.25630672]
14444,[ 0.         2.5523582  0.9883429]
14445,[ 0.          0.00511251  0.00659379]
14446,[ 0.          1.29644004  1.42538313]
14447,[ 0.          0.00511251  0.00659379]
14448,[ 0.          0.42772118  0.26989434]
14449,[ 0.          0.00511251  0.00659379]
14450,[ 0.          0.84231521  0.55161127]
14451,[ 0.          0.60641729  0.91647702]
14452,[ 0.          0.34815495  0.6697209 ]
14453,[ 0.          0.24505402  0.26989434]
14454,[ 0.          0.89971762  0.91213706]
14455,[ 0.          0.96015968  1.28968762]
14456,[ 0.          1.62982216  1.74151539]
14457,[ 0.          0.01854194  0.0173211 ]
14458,[ 0.          1.06288009  0.9883429 ]
14459,[ 0.          0.49590801  0.36807449]
14460,[ 0.          0.03401232  0.00659379]
14461,[ 0.          0.07184422  0.13194741]
14462,[ 0.          1.56988764  1.20766832]
14463,[ 0.          1.06288009  1.42538313]
14464,[ 0.          0.45530497  0.39834067]
14465,[ 0.          0.31014158  0.26621573]
14466,[ 0.          0.27228221  0.3966909 ]
14467,[ 0.          0.00511251  0.00659379]
14468,[ 0.          0.00511251  0.00659379]
14469,[ 0.          0.51244585  0.49752981]
14470,[ 0.          1.5650195   1.06759179]
14471,[ 0.          0.96015968  0.94357341]
14472,[ 0.          1.56988764  1.74151539]
14473,[ 0.          2.18805187  1.56939401]
14474,[ 0.          0.57767278  1.06759179]
14475,[ 0.          0.00511251  0.00659379]
14476,[ 0.          0.31837225  0.25957647]
14477,[ 0.          0.00511251  0.00659379]
14478,[ 0.          0.53464259  0.25957647]
14479,[ 0.          0.00511251  0.00659379]
14480,[ 0.          0.00511251  0.02816371]
14481,[ 0.          0.00511251  0.00659379]
14482,[ 0.          0.76090334  0.75174265]
14483,[ 0.          0.96015968  0.94357341]
14484,[ 0.          0.68207685  1.4077139 ]
14485,[ 0.          0.1709478   0.08907391]
14486,[ 0.          0.66344017  0.69458111]
14487,[ 0.          0.02146903  0.0173211 ]
14488,[ 0.          0.53464259  0.52123906]
14489,[ 0.          0.48178143  0.49752981]
14490,[ 0.          0.00511251  0.00659379]
14491,[ 0.          1.29644004  1.74151539]
14492,[ 0.          0.00511251  0.00659379]
14493,[ 0.          0.76090334  0.75174265]
14494,[ 0.          0.39662045  0.26014697]
14495,[ 0.          0.27228221  0.14764685]
14496,[ 0.          0.96015968  0.54960795]
14497,[ 0.          0.00227841  0.00243446]
14498,[ 0.          0.76090334  0.75174265]
14499,[ 0.          0.37863406  0.25630672]
14500,[ 0.          0.00511251  0.00659379]
14501,[ 0.          0.00511251  0.00659379]
14502,[ 0.          0.00227841  0.00243446]
14503,[ 0.          0.86599726  1.20766832]
14504,[ 0.          0.7968563   1.01355028]
14505,[ 0.          0.88543661  0.36079817]
14506,[ 0.          0.34815495  0.30021028]
14507,[ 0.          0.84447009  0.25957647]
14508,[ 0.          0.87098237  0.39834067]
14509,[ 0.          2.29945362  1.19492207]
14510,[ 0.          1.59928564  0.49752981]
14511,[ 0.          0.00511251  0.00659379]
14512,[ 0.          0.59435632  0.54960795]
14513,[ 0.          0.00511251  0.00659379]
14514,[ 0.          0.42724266  0.64659113]
14515,[ 0.          1.35302847  2.746693  ]
14516,[ 0.          0.55632791  0.85455633]
14517,[ 0.          0.00511251  0.00659379]
14518,[ 0.          0.34979162  0.72616921]
14519,[ 0.          1.06288009  0.9883429 ]
14520,[ 0.          0.00511251  0.00659379]
14521,[ 0.          0.1709478   0.44902089]
14522,[ 0.          0.0440807   0.21460229]
14523,[ 0.          0.49931472  0.54960795]
14524,[ 0.          0.00511251  0.00659379]
14525,[ 0.          0.84231521  1.26759263]
14526,[ 0.          0.61502536  0.54960795]
14527,[ 0.          0.00511251  0.00659379]
14528,[ 0.          0.66695475  0.19884347]
14529,[ 0.          1.06908192  1.4077139 ]
14530,[ 0.          0.34815495  0.36197876]
14531,[ 0.          0.59435632  0.54960795]
14532,[ 0.          0.68207685  1.4077139 ]
14533,[ 0.          0.62893688  0.9883429 ]
14534,[ 0.          0.34979162  0.49928211]
14535,[ 0.          0.31837225  0.60908305]
14536,[ 0.          0.00511251  0.00659379]
14537,[ 0.          0.89971762  0.75174265]
14538,[ 0.          0.48839827  0.45613646]
14539,[ 0.          0.61578064  0.8686082 ]
14540,[ 0.          0.00511251  0.00659379]
14541,[ 0.          1.29644004  1.20766832]
14542,[ 0.          0.00511251  0.00659379]
14543,[ 0.          1.11526067  0.8686082 ]
14544,[ 0.          0.          0.17280802]
14545,[ 0.          0.00511251  0.00659379]
14546,[ 0.          0.45530497  0.35183269]
14547,[ 0.          1.95618004  0.93422375]
14548,[ 0.          0.22919479  0.21460229]
14549,[ 0.          2.65936103  3.62877012]
14550,[ 0.          0.95027228  0.91647702]
14551,[ 0.          0.37863406  0.41801714]
14552,[ 0.          0.47409687  0.69458111]
14553,[ 0.          0.34964372  0.37010382]
14554,[ 0.          0.24505402  0.47465652]
14555,[ 0.          0.4428871   0.50741254]
14556,[ 0.          0.05960436  0.14764685]
14557,[ 0.         1.242157   0.8801059]
14558,[ 0.          0.32101684  0.39834067]
14559,[ 0.          0.00511251  0.00659379]
14560,[ 0.          0.00511251  0.00659379]
14561,[ 0.          0.87684299  0.49752981]
14562,[ 0.          0.4428871   0.52123906]
14563,[ 0.          0.4164248   1.20766832]
14564,[ 0.          1.09481888  0.75174265]
14565,[ 0.          1.45634297  0.7329564 ]
14566,[ 0.          0.14568121  0.03284665]
14567,[ 0.          0.59435632  0.49752981]
14568,[ 0.          0.59145468  0.36197876]
14569,[ 0.          1.29644004  0.9189778 ]
14570,[ 0.          0.81091577  0.93422375]
14571,[ 0.          0.3353799   0.24017717]
14572,[ 0.          0.44113302  0.36807449]
14573,[ 0.          0.95027228  0.91647702]
14574,[ 0.          0.00227841  0.00243446]
14575,[ 0.          0.48839827  0.45613646]
14576,[ 0.          0.32446642  0.36079817]
14577,[ 0.         1.70044    1.7251018]
14578,[ 0.          0.37530527  0.51828073]
14579,[ 0.          0.00511251  0.00659379]
14580,[ 0.          0.89971762  0.91213706]
14581,[ 0.          0.34979162  0.49928211]
14582,[ 0.          0.4428871   0.52123906]
14583,[ 0.          0.42963506  0.21460229]
14584,[ 0.          0.01854194  0.06804957]
14585,[ 0.          1.30424781  0.91647702]
14586,[ 0.          0.31837225  0.25957647]
14587,[ 0.          0.18078895  0.30143543]
14588,[ 0.          0.34979162  0.72616921]
14589,[ 0.          1.06908192  0.9883429 ]
14590,[ 0.          0.48839827  0.08260992]
14591,[ 0.          0.07184422  0.13194741]
14592,[ 0.          0.00227841  0.00243446]
14593,[ 0.          2.21294235  2.08422505]
14594,[ 0.          1.6451626   1.88810618]
14595,[ 0.          0.28419516  0.25630672]
14596,[ 0.          0.55632791  0.80149281]
14597,[ 0.          0.61502536  0.54960795]
14598,[ 0.          0.00511251  0.00659379]
14599,[ 0.          1.06288009  0.9883429 ]
14600,[ 0.          0.53464259  0.85020026]
14601,[ 0.          0.34979162  0.58855887]
14602,[ 0.          0.66792166  1.14340548]
14603,[ 0.          0.46757493  0.8686082 ]
14604,[ 0.          0.86599726  1.1950212 ]
14605,[ 0.          0.89971762  0.91213706]
14606,[ 0.          0.45276305  0.26621573]
14607,[ 0.          0.01669441  0.19884347]
14608,[ 0.          0.22998869  0.21697516]
14609,[ 0.          0.30735119  0.36807449]
14610,[ 0.          0.55016907  1.20766832]
14611,[ 0.          0.40788542  0.37010382]
14612,[ 0.          1.84917218  2.68462368]
14613,[ 0.          0.00511251  0.00659379]
14614,[ 0.          0.07184422  0.03284665]
14615,[ 0.          0.37530527  0.49928211]
14616,[ 0.          0.62893688  1.20766832]
14617,[ 0.          0.0440807   0.25630672]
14618,[ 0.          1.29644004  1.74151539]
14619,[ 0.          0.48178143  0.75174265]
14620,[ 0.          0.96015968  1.40169615]
14621,[ 0.          0.34979162  0.43474578]
14622,[ 0.          0.48178143  0.49752981]
14623,[ 0.          0.00511251  0.00659379]
14624,[ 0.          1.56988764  1.74151539]
14625,[ 0.          0.96015968  0.86332782]
14626,[ 0.          0.05225468  0.08224189]
14627,[ 0.          0.57241387  1.19492207]
14628,[ 0.          1.6451626   0.82251397]
14629,[ 0.          0.18078895  0.30143543]
14630,[ 0.          0.57767278  0.62938266]
14631,[ 0.          0.76090334  0.75174265]
14632,[ 0.          1.78929729  1.42538313]
14633,[ 0.          0.05960436  0.3966909 ]
14634,[ 0.          0.53464259  0.75174265]
14635,[ 0.          0.27329165  0.06804957]
14636,[ 0.          0.40788542  0.03426411]
14637,[ 0.          0.31014158  0.37010382]
14638,[ 0.          0.89971762  0.75174265]
14639,[ 0.          1.18799259  1.26244669]
14640,[ 0.          0.89971762  0.6697209 ]
14641,[ 0.          0.00227841  0.00243446]
14642,[ 0.          0.76948174  0.41801714]
14643,[ 0.          0.61502536  1.40169615]
14644,[ 0.          2.21888188  0.77628001]
14645,[ 0.          0.4601487   1.19492207]
14646,[ 0.          0.66344017  0.69458111]
14647,[ 0.          0.00511251  0.00659379]
14648,[ 0.          0.31837225  0.25957647]
14649,[ 0.          0.34979162  0.49928211]
14650,[ 0.          0.76090334  0.75174265]
14651,[ 0.          0.81091577  0.93422375]
14652,[ 0.          1.242157    0.77628001]
14653,[ 0.          0.24505402  0.26989434]
14654,[ 0.          1.09481888  1.40169615]
14655,[ 0.          0.4428871   0.56348935]
14656,[ 0.          0.82111614  1.01355028]
14657,[ 0.          0.54593537  0.36079817]
14658,[ 0.          0.10539858  0.02816371]
14659,[ 0.          0.27228221  0.10701652]
14660,[ 0.          0.91535969  0.54960795]
14661,[ 0.          2.19575518  1.4047483 ]
14662,[ 0.          1.72426654  1.26244669]
14663,[ 0.          0.55632791  0.80149281]
14664,[ 0.          0.00511251  0.00659379]
14665,[ 0.          1.06908192  0.9883429 ]
14666,[ 0.          0.37530527  0.24017717]
14667,[ 0.          0.00511251  0.00659379]
14668,[ 0.          0.86599726  0.9883429 ]
14669,[ 0.          0.68207685  0.61863275]
14670,[ 0.          0.00511251  0.00659379]
14671,[ 0.          0.59435632  0.54960795]
14672,[ 0.          0.21719663  0.06130485]
14673,[ 0.          0.30334352  0.30652713]
14674,[ 0.          0.48839827  0.54960795]
14675,[ 0.          0.55016907  1.26759263]
14676,[ 0.          0.00227841  0.00243446]
14677,[ 0.          1.22567454  1.4077139 ]
14678,[ 0.          0.53464259  0.58310468]
14679,[ 0.          0.37530527  0.93422375]
14680,[ 0.          1.51767211  0.9189778 ]
14681,[ 0.          0.62893688  0.58712762]
14682,[ 0.          0.74248514  0.6697209 ]
14683,[ 0.          3.13735231  1.4047483 ]
14684,[ 0.        1.990078  2.446256]
14685,[ 0.          0.00511251  0.00659379]
14686,[ 0.          0.00511251  0.00659379]
14687,[ 0.          0.31792619  0.06130485]
14688,[ 0.          0.05960436  0.10701652]
14689,[ 0.          2.60753332  1.0384397 ]
14690,[ 0.          0.84447009  0.60908305]
14691,[ 0.          0.61502536  0.54960795]
14692,[ 0.          0.01132417  0.00897905]
14693,[ 0.          0.3992092   0.54347104]
14694,[ 0.          1.57966575  1.33493632]
14695,[ 0.          1.63605095  0.57198154]
14696,[ 0.          0.57767278  1.20766832]
14697,[ 0.          0.44113302  0.54898302]
14698,[ 0.          0.53464259  0.75174265]
14699,[ 0.          0.00511251  0.00659379]
14700,[ 0.          0.36240396  0.39834067]
14701,[ 0.          0.00511251  0.00659379]
14702,[ 0.          0.05225468  0.06804957]
14703,[ 0.          0.76090334  0.75174265]
14704,[ 0.         0.065961   0.0173211]
14705,[ 0.          0.88543661  0.75174265]
14706,[ 0.          0.76090334  0.88458653]
14707,[ 0.          1.29644004  1.20766832]
14708,[ 0.          0.33573326  0.422233  ]
14709,[ 0.          0.00511251  0.00659379]
14710,[ 0.          0.00511251  0.00659379]
14711,[ 0.          0.48178143  0.49752981]
14712,[ 0.          0.84231521  0.8801059 ]
14713,[ 0.          0.00511251  0.00659379]
14714,[ 0.          1.29644004  1.68405977]
14715,[ 0.          0.05960436  0.10701652]
14716,[ 0.          0.00511251  0.00659379]
14717,[ 0.          0.3992092   0.28413247]
14718,[ 0.          0.21719663  0.49752981]
14719,[ 0.          1.06288009  0.9883429 ]
14720,[ 0.          0.24505402  0.26989434]
14721,[ 0.          0.34964372  0.2087642 ]
14722,[ 0.          0.27329165  0.25111212]
14723,[ 0.          0.24505402  0.26989434]
14724,[ 0.          0.10539858  0.25318608]
14725,[ 0.          0.34815495  0.36197876]
14726,[ 0.          0.24505402  0.26989434]
14727,[ 0.          0.86599726  0.9883429 ]
14728,[ 0.          1.6451626   1.15182111]
14729,[ 0.          0.15559844  0.08260992]
14730,[ 0.          0.4428871   0.52123906]
14731,[ 0.          0.00227841  0.00243446]
14732,[ 0.          0.27228221  0.10701652]
14733,[ 0.          1.09481888  0.75174265]
14734,[ 0.          0.45276305  0.49752981]
14735,[ 0.          0.01403034  0.00659379]
14736,[ 0.          0.05225468  0.00897905]
14737,[ 0.          1.56988764  1.20766832]
14738,[ 0.          1.15264591  1.31205977]
14739,[ 0.          0.27228221  0.14764685]
14740,[ 0.          1.68390898  1.07174361]
14741,[ 0.          0.14568121  0.13194741]
14742,[ 0.          3.15263687  0.1763228 ]
14743,[ 0.          0.53464259  0.49928211]
14744,[ 0.          0.62893688  0.46510261]
14745,[ 0.          1.67985687  2.1924169 ]
14746,[ 0.          0.05225468  0.00897905]
14747,[ 0.          0.48839827  0.54960795]
14748,[ 0.          0.82111614  0.93422375]
14749,[ 0.          0.96015968  0.94357341]
14750,[ 0.          0.89270717  0.6697209 ]
14751,[ 0.          0.00511251  0.00659379]
14752,[ 0.          1.14745549  1.46893146]
14753,[ 0.          0.05960436  0.02430894]
14754,[ 0.          1.06288009  0.9883429 ]
14755,[ 0.          0.39662045  0.28413247]
14756,[ 0.          0.60641729  0.3759172 ]
14757,[ 0.          0.00511251  0.00659379]
14758,[ 0.          0.4428871   1.63537108]
14759,[ 0.          1.18799259  1.26244669]
14760,[ 0.          0.27228221  0.56348935]
14761,[ 0.          0.00511251  0.00659379]
14762,[ 0.          0.36240396  0.39834067]
14763,[ 0.          1.242157    1.42538313]
14764,[ 0.          0.76090334  0.75174265]
14765,[ 0.          1.29644004  1.20766832]
14766,[ 0.          0.4428871   0.52123906]
14767,[ 0.          1.6451626   1.82337025]
14768,[ 0.          1.56027007  2.12341362]
14769,[ 0.          0.62893688  0.62938266]
14770,[ 0.          0.4428871   0.52123906]
14771,[ 0.          0.61306165  0.51828073]
14772,[ 0.          0.00227841  0.00243446]
14773,[ 0.          0.96015968  1.20766832]
14774,[ 0.          0.3992092   0.54347104]
14775,[ 0.          0.00511251  0.00659379]
14776,[ 0.          1.06288009  0.9883429 ]
14777,[ 0.          0.44113302  0.54898302]
14778,[ 0.          0.40788542  0.37010382]
14779,[ 0.          2.50778244  1.68405977]
14780,[ 0.          0.65323074  0.49928211]
14781,[ 0.          0.22188802  0.54960795]
14782,[ 0.          2.7322532   0.24017717]
14783,[ 0.          0.00511251  0.00659379]
14784,[ 0.          0.48178143  0.49752981]
14785,[ 0.          0.05960436  0.10701652]
14786,[ 0.          0.59435632  0.75174265]
14787,[ 0.         0.065961   0.0173211]
14788,[ 0.          1.22794452  1.456721  ]
14789,[ 0.          1.23170914  0.91647702]
14790,[ 0.          0.00511251  0.00659379]
14791,[ 0.          1.20858193  1.83199601]
14792,[ 0.          1.14745549  1.42538313]
14793,[ 0.          0.00511251  0.00659379]
14794,[ 0.          0.96015968  0.58310468]
14795,[ 0.          0.00511251  0.00659379]
14796,[ 0.          0.5534399   0.58310468]
14797,[ 0.          0.00511251  0.00659379]
14798,[ 0.          0.69124443  0.53608778]
14799,[ 0.          1.68390898  0.6588365 ]
14800,[ 0.          0.24602108  0.38405821]
14801,[ 0.          0.44113302  0.54898302]
14802,[ 0.          0.76090334  0.75174265]
14803,[ 0.         1.6451626  1.456721 ]
14804,[ 0.          1.06288009  0.9883429 ]
14805,[ 0.          0.3992092   0.39834067]
14806,[ 0.          0.72791376  0.6697209 ]
14807,[ 0.          0.53464259  0.49928211]
14808,[ 0.          0.88543661  0.75174265]
14809,[ 0.          0.81091577  1.29449497]
14810,[ 0.          0.47409687  0.69458111]
14811,[ 0.          0.00511251  0.00659379]
14812,[ 0.          1.29644004  1.20766832]
14813,[ 0.          0.69221025  1.6929264 ]
14814,[ 0.          0.48178143  0.49752981]
14815,[ 0.          0.05960436  0.10701652]
14816,[ 0.          0.00511251  0.00659379]
14817,[ 0.          1.56988764  1.4077139 ]
14818,[ 0.          0.96015968  0.94357341]
14819,[ 0.          0.27228221  0.10701652]
14820,[ 0.          0.82111614  0.93422375]
14821,[ 0.          0.27228221  0.26989434]
14822,[ 0.          0.81091577  0.93422375]
14823,[ 0.          0.53464259  0.25957647]
14824,[ 0.          0.03401232  0.01142433]
14825,[ 0.          1.00367562  0.91647702]
14826,[ 0.          0.05960436  0.02430894]
14827,[ 0.          0.89971762  0.91213706]
14828,[ 0.          0.37863406  0.25630672]
14829,[ 0.          0.31014158  0.37010382]
14830,[ 0.          0.          0.17280802]
14831,[ 0.          0.48839827  0.50741254]
14832,[ 0.          1.06288009  0.9883429 ]
14833,[ 0.          0.57767278  0.9883429 ]
14834,[ 0.          0.54593537  0.36079817]
14835,[ 0.          1.84917218  1.0384397 ]
14836,[ 0.          0.27228221  0.25957647]
14837,[ 0.          0.4428871   0.52123906]
14838,[ 0.          0.00227841  0.00243446]
14839,[ 0.          0.70791134  1.19492207]
14840,[ 0.          0.88543661  0.49752981]
14841,[ 0.          1.56988764  1.74151539]
14842,[ 0.          0.55632791  0.80149281]
14843,[ 0.          0.00511251  0.00659379]
14844,[ 0.          1.56988764  1.20766832]
14845,[ 0.          2.74830101  1.88810618]
14846,[ 0.          0.05960436  0.10701652]
14847,[ 0.          0.00511251  0.02816371]
14848,[ 0.          0.00511251  0.00659379]
14849,[ 0.          2.7477838   1.19492207]
14850,[ 0.          0.96015968  0.49928211]
14851,[ 0.          0.6255805   0.63143373]
14852,[ 0.          0.01854194  0.        ]
14853,[ 0.          0.49590801  0.57198154]
14854,[ 0.          0.00511251  0.02816371]
14855,[ 0.          0.00511251  0.00659379]
14856,[ 0.          0.81091577  0.51828073]
14857,[ 0.          1.23415976  1.19492207]
14858,[ 0.          0.27228221  0.14764685]
